_MeanReward,Steps,PolicyLoss,ValFuncLoss,ExplainedVarNew,ExplainedVarOld,_Episode
22.4,112,-0.011912644,0.013928185621151088,-4.915510631443655,-15.098405894568778,5
17.4,87,-0.020565921,0.005323622647129445,-1.701615374314315,-7.3050636126225434,10
30.2,151,-0.017491063,0.0024271960939759646,0.2061181186947323,-0.8923805763023402,15
22.0,110,-0.04223276,0.0005841364867736805,0.7188947616765842,0.6176593065238398,20
36.0,180,-0.033991136,0.0024202936151090405,0.4765749870792393,0.42081220618866577,25
43.6,218,-0.026949165,0.002776934230779603,0.43954988607815815,0.11923058057279623,30
78.8,394,-0.010272418,0.006333814094937741,0.3781968721284864,-0.023988851629654695,35
